Region,Type,UnitCode,ParkName,State,Year,Month,Visitors,Camping,OtherLodging,OtherCamping
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2012,8,"2,749",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2012,9,"1,673",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2012,10,"7,761",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2012,11,"3,046",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2012,12,"4,826",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,1,"4,680",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,2,"4,533",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,3,"5,806",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,4,"7,917",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,5,"12,068",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,6,"12,533",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,7,"11,970",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,8,"11,597",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,9,"8,622",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,10,"5,561",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,11,"5,074",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2013,12,"2,873",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,1,941,0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,2,"1,662",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,3,"1,901",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,4,"8,446",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,5,"8,612",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,6,"6,858",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,7,"8,187",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,8,"5,522",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,9,"3,657",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,10,"5,495",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,11,"1,780",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2014,12,"1,800",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,1,773,0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,2,"1,829",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,3,"1,529",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,4,"6,121",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,5,"7,348",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,6,"6,603",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,7,"9,079",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,8,"7,111",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,9,"6,042",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,10,"6,516",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,11,"1,998",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2015,12,"1,399",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,1,885,0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,2,"2,146",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,3,"3,817",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,4,"4,763",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,5,"5,329",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,6,"5,345",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,7,"6,516",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,8,"6,516",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,9,"1,623",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,10,"5,383",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,11,"1,944",0,0,0
Northeast,National Monument,AFBG,African Burial Ground National Monument,NY,2016,12,"2,259",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,1,131,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,2,77,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,3,242,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,4,479,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,5,"1,479",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,6,"2,186",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,7,"3,103",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,8,"2,064",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,9,"1,451",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,10,908,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,11,245,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2010,12,144,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,1,104,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,2,81,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,3,325,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,4,465,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,5,"1,142",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,6,"2,247",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,7,"2,597",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,8,"1,857",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,9,"1,717",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,10,797,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,11,126,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2011,12,159,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,1,131,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,2,201,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,3,423,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,4,526,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,5,"1,292",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,6,"2,324",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,7,"2,781",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,8,"1,731",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,9,"1,443",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,10,630,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,11,236,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2012,12,106,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,1,126,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,2,92,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,3,292,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,4,268,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,5,"1,430",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,6,"2,163",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,7,"2,358",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,8,"1,766",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,9,"1,486",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,10,140,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,11,263,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2013,12,120,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,1,118,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,2,102,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,3,229,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,4,501,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,5,"1,493",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,6,"2,162",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,7,"2,922",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,8,"2,193",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,9,"1,839",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,10,561,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,11,137,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2014,12,183,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,1,102,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,2,114,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,3,361,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,4,524,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,5,"1,674",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,6,"2,401",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,7,"2,914",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,8,"2,033",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,9,"1,868",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,10,907,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,11,190,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2015,12,176,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,1,79,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,2,161,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,3,404,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,4,484,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,5,"1,816",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,6,"2,969",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,7,"3,581",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,8,"2,455",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,9,"2,304",0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,10,908,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,11,297,0,0,0
Midwest,National Monument,AGFO,Agate Fossil Beds National Monument,NE,2016,12,97,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,1,49,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,2,354,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,3,103,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,4,282,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,5,942,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,6,259,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,7,259,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,8,350,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,9,560,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,10,805,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,11,166,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2010,12,221,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,1,26,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,2,228,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,3,243,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,4,298,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,5,560,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,6,560,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,7,154,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,8,104,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,9,183,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,10,411,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,11,316,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2011,12,131,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,1,246,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,2,214,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,3,698,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,4,249,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,5,547,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,6,408,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,7,121,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,8,401,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,9,188,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,10,184,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,11,97,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2012,12,30,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,1,35,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,2,63,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,3,243,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,4,243,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,5,220,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,6,167,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,7,151,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,8,132,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,9,96,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,10,67,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,11,85,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2013,12,53,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2014,1,62,0,0,0
Intermountain,National Monument,ALFL,Alibates Flint Quarries National Monument,TX,2014,2,95,0,0,0
